EnhetNavn;Kommune;lat;lng
Knapstad barne- og ungdomsskole;Indre Østfold;59.624726;11.02448
Korsgård skole;Indre Østfold;59.5887433;11.1973437
Moen skole;Indre Østfold;59.5689005;11.1657022
Mysen skole;Indre Østfold;59.5557022;11.3376172
Ringvoll skole;Indre Østfold;59.5562462;10.8447214
Rom skole;Indre Østfold;59.5900472;11.1295431
Skjønhaug skole;Indre Østfold;59.63789;11.323199
Spydeberg skole;Indre Østfold;59.59611;11.068364
Stiftelsen steinerskolen i Indre Østfold;Indre Østfold;59.58636889999999;11.1242289
Tenor skole;Indre Østfold;59.5781615;11.2587335
Tomter skole;Indre Østfold;59.658264;11.00346
Trømborg skole;Indre Østfold;59.507023;11.363131
Marker kommune - Marker skole;Marker;59.47818359999999;11.6577836
Buen barne- og ungdomsskole;Moss;59.41864;10.68474
Bytårnet skole;Moss;59.4324636;10.6683428
Children's International School Moss AS;Moss;59.43999299999999;10.669487
Ekholt skole;Moss;59.4107683;10.6793996
Halmstad skole;Moss;59.3804625;10.7454294
Krapfoss skole;Moss;59.4332052;10.6819278
Larkollen skole;Moss;59.3327879;10.6721817
Melløs skole;Moss;59.422018;10.6680665
Nøkkeland skole;Moss;59.4690671;10.6927398
Ramberg skole;Moss;59.4419108;10.6286131
Refsnes skole;Moss;59.4398796;10.6185434
Reier skole;Moss;59.4296667;10.6296697
Steinerskolen i Moss Grunnskole/Adm;Moss;59.4340914;10.6583833
Torderød skole Adventistkirkens grunnskole;Moss;59.4348131;10.6391264
Vang skole og ressurssenter;Moss;59.3828254;10.6896823
Verket skole;Moss;59.4443577;10.678576
Øreåsen skole;Moss;59.419936;10.6898839
Åvangen skole;Moss;59.4588928;10.6967499
Bergenhus skole;Rakkestad;59.420057;11.347595
Kirkeng skole;Rakkestad;59.357136;11.420453
Os skole;Rakkestad;59.440117;11.311685
Råde kommune Karlshus skole;Råde;59.34763299999999;10.868676
Råde kommune Spetalen skole;Råde;59.2975447;10.7680439
Alvimhaugen barneskole;Sarpsborg;59.271519;11.08821
Borgen barneskole;Sarpsborg;59.2642693;11.1685206
Childrens International School Sarpsborg AS;Sarpsborg;59.29207650000001;11.0952356
Grålum barneskole;Sarpsborg;59.290898;11.057991
Hafslund barneskole;Sarpsborg;59.2716883;11.1432606
Hafslundsøy barneskole;Sarpsborg;59.2854185;11.1465887
Hannestad barneskole;Sarpsborg;59.2761989;11.0587012
Hornnes barneskole;Sarpsborg;59.2087837;11.1928765
Jelsnes barneskole;Sarpsborg;59.375211;11.164599
Kurland barneskole;Sarpsborg;59.2944599;11.1104782
Lande barneskole;Sarpsborg;59.2903517;11.1042852
Olavsborg Kristne skole;Sarpsborg;59.2915487;11.095209
Sandbakken barne- og ungdomsskole;Sarpsborg;59.248473;11.180163
Sandesundsveien barneskole;Sarpsborg;59.2775815;11.103788
Tindlund barneskole;Sarpsborg;59.2691331;11.0470779
Varteig barne- og ungdomsskole;Sarpsborg;59.34941;11.18011
Kirkelund skole;Skiptvet;59.4711204;11.1718721
Kirkebygden skole;Våler (Østfold);59.49008;10.85623
Svinndal skole;Våler (Østfold);59.423518;11.01519
Våk skole;Våler (Østfold);59.461311;10.799346
Valstrand skole;Birkenes;58.322797;8.239794
Evje ungdomsskule;Evje og Hornnes;58.590371;7.81989
Farsund ungdomsskole;Farsund;58.0919802;6.7947441
Lista ungdomsskole;Farsund;58.0904614;6.6882549
Flekkefjord ungdomsskole;Flekkefjord;58.303438;6.667718
Froland ungdomsskole;Froland;58.51306;8.629707
Grimstad ungdomsskole;Grimstad;58.345837;8.59004
Holviga ungdomsskole;Grimstad;58.324773;8.565885
Fiskå skole;Kristiansand;58.1260587;7.9543887
Grim skole;Kristiansand;58.1482333;7.9705422
Haumyrheia skole;Kristiansand;58.1579323;8.0666273
Havlimyra skole;Kristiansand;58.1912295;8.0334397
Holte skole;Kristiansand;58.128196;8.095298
Lindebøskauen skole;Kristiansand;58.0882304;7.9996158
Møvig skole;Kristiansand;58.104393;7.972108
Oddemarka skole;Kristiansand;58.1570083;8.01482
Songdalen skole;Kristiansand;58.155498;7.8305056
Tangvall skole;Kristiansand;58.0966803;7.8102969
Tinntjønn skole;Kristiansand;58.1017511;7.766182
Vigvoll skole;Kristiansand;58.1757395;8.0897579
Kvinesdal ungdomsskole;Kvinesdal;58.312611;6.962985
Blomdalen ungdomsskole;Lindesnes;58.0255815;7.443085
Vassmyra ungdomsskole;Lindesnes;58.027665;7.49768
Vigeland ungdomsskole;Lindesnes;58.080665;7.314025
Øyslebø ungdomsskole;Lindesnes;58.1716737;7.5545706
Byremo ungdomsskole;Lyngdal;58.424501;7.405312
Lyngdal ungdomsskole;Lyngdal;58.1358091;7.0665804
Risør ungdomsskole;Risør;58.714562;9.21912
Lyngmyr skole;Tvedestrand;58.628779;8.93527
Valle skule;Valle;62.47841;6.661038
Vennesla ungdomsskole;Vennesla;58.2757885;7.9771211
Borgen ungdomsskole;Asker;59.8265928;10.4194823
Holmen skole Grunnskole/Videregående skole;Asker;59.865819;10.486931
Hovedgården ungdomsskole;Asker;59.7848343;10.4366861
Landøya ungdomsskole;Asker;59.860315;10.4979949
Risenga ungdomsskole;Asker;59.8255953;10.4410402
Slemmestad ungdomsskole;Asker;59.7777992;10.4786267
Solvang ungdomsskole;Asker;59.8399357;10.4244707
Spikkestad ungdomsskole;Asker;59.740071;10.350366
Sætre ungdomsskole;Asker;59.6703561;10.5368909
Tofte ungdomsskole;Asker;59.5495895;10.5640329
Torstad ungdomsskole;Asker;59.8622334;10.4810047
Vollen ungdomsskole;Asker;59.800284;10.489696
Bekkestua skole;Bærum;59.922891;10.588263
Bjørnegård skole;Bærum;59.8873891;10.4971798
Eineåsen skole;Bærum;59.9298138;10.4810727
Gjettum skole;Bærum;59.9071138;10.5317146
Hauger skole;Bærum;59.9103245;10.5062245
Hosletoppen skole;Bærum;59.9406028;10.5857283
Hundsund ungdomsskole;Bærum;59.8892031;10.6206117
Mølladammen ungdomsskole;Bærum;59.9498922;10.4980557
Ramstad skole;Bærum;59.906718;10.573971
Ringstabekk skole;Bærum;59.9183546;10.6009197
Vøyenenga skole;Bærum;59.906992;10.476415
Østerås skole;Bærum;59.9387369;10.6070872
Råholt ungdomsskole;Eidsvoll;60.2832209;11.1680261
Vilberg ungdomsskole;Eidsvoll;60.3345918;11.2599168
Mjær ungdomsskole;Enebakk;59.7247133;11.0611319
Seiersten ungdomsskole;Frogn;59.6682756;10.6382451
Gjerdrum ungdomsskole;Gjerdrum;60.0713415;11.0284311
Jevnaker ungdomsskole;Jevnaker;60.239649;10.367355
Bingsfoss ungdomsskole;Lillestrøm;59.9882686;11.2514635
Bråtejordet skole;Lillestrøm;59.9540216;10.9991492
Sophie Radich skole;Lillestrøm;59.9668437;11.0376306
Stav skole;Lillestrøm;59.9639848;10.9992961
Tæruddalen skole;Lillestrøm;60.0129851;11.0181079
Østersund ungdomsskole;Lillestrøm;59.9208582;11.1673132
Lunner ungdomsskole;Lunner;60.2935013;10.6095654
Fjellsrud skole;Lørenskog;59.9365549;10.9766081
Hammer skole;Lørenskog;59.9234857;10.9826917
Kjenn skole;Lørenskog;59.9302549;10.9586744
Løkenåsen skole;Lørenskog;59.9227748;10.9665997
Nannestad ungdomsskole;Nannestad;60.2179712;11.0131186
Runni ungdomsskole;Nes;60.128464;11.477604
Vormsund ungdomsskole;Nes;60.1587611;11.4279555
Alværn ungdomsskole;Nesodden;59.8212611;10.6329171
Bakkeløkka ungdomsskole;Nesodden;59.737204;10.602255
Tangenåsen ungdomsskole;Nesodden;59.855385;10.662979
Hakadal ungdomsskole;Nittedal;60.1114011;10.8499531
Li skole;Nittedal;60.4645669;5.3512125
Nittedal ungdomsskole;Nittedal;60.0531749;10.8782673
Fløysbonn ungdomsskole;Nordre Follo;59.7961913;10.8142193
Flåtestad ungdomsskole;Nordre Follo;59.7708435;10.8032073
Haugjordet ungdomsskole;Nordre Follo;59.7643672;10.84455
Hellerasten ungdomsskole;Nordre Follo;59.8136433;10.8152139
Ingieråsen ungdomsskole;Nordre Follo;59.8105142;10.7937928
Marikollen ungdomsskole;Rælingen;59.9241206;11.0625124
Sandbekken ungdomsskole og oppvekstsenter;Rælingen;59.9335566;11.030821
Allergot ungdomsskole;Ullensaker;60.1392252;11.1781814
Gystadmarka ungdomsskole;Ullensaker;60.1510399;11.1896448
Nordby ungdomsskole;Ullensaker;60.149999;11.169513
Vesong ungdomsskole;Ullensaker;60.0703913;11.132029
Grevlingen skole;Vestby;59.5181769;10.7012636
Vestby ungdomsskole;Vestby;59.595838;10.7565944
Nordbytun ungdomsskole;Ås;59.725791;10.7639
Ås ungdomsskole;Ås;59.6699583;10.7996889
Børresen ungdomsskole;Drammen;59.7492941;10.1901068
Eknes ungdomsskole;Drammen;59.7596177;10.0080468
Galterud ungdomsskole;Drammen;59.7173375;10.2184238
Killingrud ungdomsskole;Drammen;59.7611658;10.0773221
Kjøsterud skole;Drammen;59.7566756;10.1310538
Marienlyst ungdomsskole;Drammen;59.7337153;10.2025616
Svelvik ungdomsskole;Drammen;59.6055335;10.404165
Svensedammen ungdomsskole;Drammen;59.7149998;10.151131
Veiavangen ungdomsskole;Drammen;59.74766;9.9988538
Flå skole;Flå;63.196733;10.316501
Hole ungdomsskole;Hole;60.086243;10.283352
Skrim ungdomsskole;Kongsberg;59.626959;9.648856
Tislegård ungdomsskole;Kongsberg;59.659071;9.656995
Vestsiden ungdomsskole;Kongsberg;59.668732;9.641777
Lierbyen skole;Lier;59.791915;10.258648
Tranby skole;Lier;59.8107087;10.2680186
Nordre Modum ungdomsskole;Modum;59.9713553;9.9968694
Søndre Modum ungdomsskole;Modum;59.893745;9.93137
Haugsbygd ungdomsskole;Ringerike;60.1756674;10.3231469
Hov ungdomsskole;Ringerike;60.182643;10.265927
Veienmarka ungdomsskole;Ringerike;60.1713479;10.2270344
Sigdal ungdomsskole;Sigdal;60.04233;9.639341
Hokksund ungdomsskole;Øvre Eiker;59.7700097;9.907238
Vestfossen ungdomsskole;Øvre Eiker;59.730474;9.867902
Ål ungdomsskule;Ål;60.627719;8.549843
Alta ungdomsskole;Alta;69.9734016;23.2937491
Sandfallet ungdomsskole;Alta;69.974312;23.3119131
Máze Skuvla/Masi skole Máze skole;Guovdageaidnu - Kautokeino;69.449084;23.672861
Breilia skole;Hammerfest - Hámmerfeasta;70.6664658;23.6998229
Børselv skole;Porsanger - Porsángu - Porsanki;70.315217;25.566818
Lakselv ungdomsskole;Porsanger - Porsángu - Porsanki;70.049284;24.9682
Alvdal ungdomsskole;Alvdal;62.103169;10.638282
Dovre ungdomsskole;Dovre;62.0749603;9.1201741
Eidskog ungdomsskole;Eidskog;59.9841115;12.1258705
Elverum ungdomsskole;Elverum;60.8871822;11.557876
Gausdal ungdomsskole;Gausdal;61.1994696;10.1453027
Biri ungdomsskole;Gjøvik;60.9531026;10.6068975
Bjørnsveen ungdomsskole;Gjøvik;60.81272;10.6728557
Vardal ungdomsskole;Gjøvik;60.7880779;10.6482502
Brandbu ungdomsskole;Gran;60.4195066;10.5129988
Gran ungdomsskole;Gran;60.3563418;10.5818674
Ajer ungdomsskole;Hamar;60.8056769;11.058086
Børstad ungdomsskole;Hamar;60.8044151;11.0873997
Ener ungdomsskole;Hamar;60.806769;11.12913
Kongsvinger ungdomsskole;Kongsvinger;60.191262;12.0142557
Smestad ungdomsskole;Lillehammer;61.1347143;10.4466155
Åretta ungdomsskole;Lillehammer;61.1006099;10.4767225
Lom ungdomsskule;Lom;61.838921;8.564292
Løten ungdomsskole;Løten;60.8203915;11.33838
Nord-Aurdal ungdomsskole;Nord-Aurdal;60.9884698;9.2403618
Vinstra ungdomsskole;Nord-Fron;61.5918693;9.7617425
Os skole;Os;59.440117;11.311685
Ringebu ungdomsskole;Ringebu;61.5266203;10.1455054
Brumunddal ungdomsskole;Ringsaker;60.8927518;10.9385501
Furnes ungdomsskole;Ringsaker;60.8507223;11.0408855
Moelv ungdomsskole;Ringsaker;60.9261273;10.6928242
Nes ungdomsskole;Ringsaker;60.800681;10.8436065
Otta ungdomsskole;Sel;61.7755552;9.541708
Ottestad ungdomsskole;Stange;60.7688406;11.1136498
Stange ungdomsskole;Stange;60.7153297;11.1995309
Stor-Elvdal ungdomsskole;Stor-Elvdal;61.566876;11.059712
Søndre Land ungdomsskole;Søndre Land;60.6842927;10.3545453
Sør-Aurdal ungdomsskole;Sør-Aurdal;60.8247599;9.5530099
Sør-Fron ungdomsskule;Sør-Fron;61.5763409;9.8622559
Trysil ungdomsskole;Trysil;61.3153421;12.2677648
Tynset ungdomsskole;Tynset;62.2718266;10.7766129
Vestre Toten ungdomsskole;Vestre Toten;60.716713;10.607508
Vågå ungdomsskule;Vågå;61.8716877;9.0998685
Lena ungdomsskole;Østre Toten;60.6788802;10.8010167
Skreia ungdomsskole;Østre Toten;60.6517858;10.92875
Øyer ungdomsskole;Øyer;61.2351318;10.4432029
Øystre Slidre ungdomsskule;Øystre Slidre;61.1324548;9.081785
Åsnes ungdomsskole;Åsnes;60.6121494;12.0207838
Averøy ungdomsskole;Averøy;63.0511244;7.6390648
Giske ungdomsskule;Giske;62.5022362;6.1323042
Brattvåg ungdomsskule;Haram;62.5962988;6.4388161
Hareid ungdomsskule;Hareid;62.368023;6.017732
Herøy ungdomsskule;Herøy (Møre og Romsdal);62.3335409;5.647707
Eide ungdomsskole;Hustadvika;62.9193856;7.4468087
Fræna ungdomsskule;Hustadvika;62.854171;7.156407
Atlanten ungdomsskole;Kristiansund;63.1277339;7.7372986
Frei ungdomsskole;Kristiansund;63.0975263;7.8544374
Nordlandet ungdomsskole;Kristiansund;63.1125684;7.7624824
Bekkevoll ungdomsskole;Molde;62.740871;7.1407118
Bergmo ungdomsskole;Molde;62.7440635;7.2232231
Åndalsnes ungdomsskole;Rauma;62.5644729;7.6852263
Smøla ungdomsskole;Smøla;63.4600918;8.0095313
Stranda ungdomsskule;Stranda;62.3064484;6.9149033
Sula ungdomsskule;Sula;62.4397675;6.2120744
Sunndal ungdomsskole;Sunndal;62.66974;8.593398
Sykkylven ungdomsskule;Sykkylven;62.3947074;6.5862316
Ulstein ungdomsskule;Ulstein;62.3445362;5.8539212
Helland ungdomsskule;Vestnes;62.5211249;7.1269769
Folkestad skule;Volda;59.436525;9.046218
Volda ungdomsskule;Volda;62.1463316;6.0786443
Sæbø skule;Ørsta;60.619174;5.177406
Ørsta ungdomsskule;Ørsta;62.195984;6.135169
Blindheim ungdomsskole;Ålesund;62.438821;6.38007
Kolvikbakken ungdomsskole;Ålesund;62.4721309;6.2140974
Skarbøvik ungdomsskole;Ålesund;62.4631677;6.1124084
Spjelkavik ungdomsskole;Ålesund;62.461905;6.368437
Sandnessjøen ungdomsskole;Alstahaug;66.0155597;12.601573
Alstad ungdomsskole;Bodø;67.275097;14.486738
Bankgata ungdomsskole;Bodø;67.2789615;14.3897584
Hunstad ungdomsskole;Bodø;67.28242;14.542175
Brønnøysund ungdomsskole;Brønnøy;65.466304;12.20902
Bø ungdomsskole;Bø;68.7217686;14.5919035
Ørnes skole;Meløy;66.864582;13.7243563
Narvik ungdomsskole;Narvik;68.4444299;17.4396694
Nesøy skole;Rødøy;66.5954645;12.6451951
Rognan ungdomsskole;Saltdal;67.0969977;15.3852987
Sortland ungdomsskole;Sortland - Suortá;68.697884;15.407955
Kippermoen ungdomsskole;Vefsn;65.8303223;13.2282353
Henningsvær skole;Vågan;68.15216;14.196658
Skrova skole;Vågan;68.1694226;14.6611335
Apalløkka skole;Oslo;59.9596149;10.86445
Bentsebrua skole;Oslo;59.9373822;10.7613995
Bjørnholt ungdomsskole;Oslo;59.835869;10.833681
Bjøråsen skole;Oslo;59.9705144;10.9008146
Brannfjell skole;Oslo;59.8878426;10.782125
Ellingsrud skole;Oslo;59.9352013;10.9175156
Engebråten skole;Oslo;59.95984;10.775419
Fagerborg skole;Oslo;59.933129;10.7299682
Frydenberg skole;Oslo;59.928388;10.789637
Fyrstikkalleen skole;Oslo;59.9157259;10.7958635
Granstangen skole;Oslo;59.944111;10.901366
Groruddalen skole;Oslo;59.9545115;10.8888295
Haugerud skole;Oslo;59.9223503;10.8595321
Hauketo skole;Oslo;59.8381658;10.81364
Holmlia skole;Oslo;59.8331388;10.7907944
Hovseter skole;Oslo;59.9499189;10.6555847
Jordal skole;Oslo;59.908411;10.7833698
Lofsrud skole;Oslo;59.8461238;10.8280503
Midtstuen skole;Oslo;59.960488;10.687591
Morellbakken skole;Oslo;59.9484827;10.7808943
Nordberg skole;Oslo;59.962681;10.7315313
Nordstrand ungdomsskole;Oslo;59.8598365;10.7955727
Ris skole;Oslo;59.9454221;10.7067386
Skullerud skole;Oslo;59.8701731;10.8486639
Skøyenåsen skole;Oslo;59.8956171;10.8364471
Sofienberg skole;Oslo;59.922086;10.769772
Sollerudstranda skole;Oslo;59.9135383;10.6474109
Stasjonsfjellet skole;Oslo;59.949233;10.928002
Tokerud skole;Oslo;59.9659338;10.9303839
Vestre Aker skole;Oslo;59.9407584;10.7343249
Voksentoppen skole;Oslo;59.977962;10.6636592
Voldsløkka skole;Oslo;59.942748;10.7494206
Øraker skole;Oslo;59.9254876;10.6389958
Husabø ungdomsskole;Eigersund;58.4483427;6.0004826
Lagård ungdomsskole;Eigersund;58.4650307;6.0151588
Gjesdal ungdomsskole;Gjesdal;58.76826;5.866045
Haraldsvang skole;Haugesund;59.4236236;5.282219
Håvåsen skole;Haugesund;59.40081;5.2877948
Røvær skole;Haugesund;59.43775;5.090108
Nærbø ungdomsskule;Hå;58.670163;5.639119
Tryggheim ungdomsskule;Hå;58.6733714;5.6342225
Varhaug ungdomsskule;Hå;58.6201521;5.6599773
Bø ungdomsskole;Karmøy;59.3644849;5.2777028
Skudenes ungdomsskole;Karmøy;59.15332;5.252548
Stangeland ungdomsskole;Karmøy;59.2766339;5.3135928
Vormedal ungdomsskole;Karmøy;59.35839;5.325426
Åkra ungdomsskole;Karmøy;59.254825;5.196608
Bore ungdomsskule;Klepp;58.7899659;5.6025055
Klepp ungdomsskule;Klepp;58.777136;5.642264
Lund ungdomsskole;Lund;58.4524894;6.5519451
Bogafjell ungdomsskole;Sandnes;58.822096;5.744317
Giske ungdomsskole;Sandnes;58.86139;5.727498
Høyland ungdomsskole;Sandnes;58.843341;5.7430528
Lundehaugen ungdomsskole;Sandnes;58.8275645;5.7266364
Lurahammaren ungdomsskole;Sandnes;58.881533;5.7460214
Riska ungdomsskole;Sandnes;58.926656;5.847051
Skeiane ungdomsskole;Sandnes;58.847413;5.720504
Øygard ungdomsskole;Sandnes;58.8529629;5.7653543
Sauda ungdomsskule;Sauda;59.652406;6.356142
Kjerrberget ungdomsskole;Sola;58.8846692;5.6701992
Sola ungdomsskole;Sola;58.895435;5.658745
Tananger ungdomsskole;Sola;58.937176;5.599271
Austbø skole;Stavanger;58.9953507;5.735583
Gautesete skole;Stavanger;58.899212;5.72327
Gosen skole;Stavanger;58.9406917;5.6843173
Hinna skole;Stavanger;58.919329;5.724708
Kannik skole;Stavanger;58.9644884;5.7227699
Kristianslyst skole;Stavanger;58.937698;5.734768
Lunde skole;Stavanger;58.0967352;7.7711289
Rennesøy skule;Stavanger;59.105185;5.6970463
Revheim skole;Stavanger;58.952129;5.6421466
Smiodden skole;Stavanger;58.968346;5.607703
St. Svithun skole;Stavanger;58.9646528;5.7401266
Tastarustå skole;Stavanger;58.9862985;5.691017
Tastaveden skole;Stavanger;58.9795943;5.7008676
Ullandhaug skole;Stavanger;58.9498016;5.723436
Jørpeland ungdomsskole;Strand;59.0285624;6.0286276
Tau ungdomsskole;Strand;59.062365;5.9244584
Bryne ungdomsskule;Time;58.7339833;5.6426384
Frøyland ungdomsskule;Time;58.772014;5.7265498
Lye ungdomsskule;Time;58.733395;5.738781
Vardheia ungdomsskule;Time;58.7412088;5.644215
Frakkagjerd ungdomsskole;Tysvær;59.4120895;5.4027816
Bamble ungdomsskole;Bamble;59.0283296;9.7024637
Bø ungdomsskule;Midt-Telemark;59.41623;9.052345
Heddal ungdomsskole;Notodden;59.5695338;9.2114174
Notodden ungdomsskole;Notodden;59.570974;9.272477
Kjølnes ungdomsskole;Porsgrunn;59.1403182;9.6651435
Tveten ungdomsskole;Porsgrunn;59.1161086;9.6993397
Siljan ungdomsskole;Siljan;59.283029;9.7337346
Gimsøy skole;Skien;68.32003;14.1996
Gjerpen ungdomsskole;Skien;59.2256218;9.6056219
Gulset ungdomsskole;Skien;59.2157936;9.5640829
Kongerød ungdomsskole;Skien;59.149038;9.618977
Menstad ungdomsskole;Skien;59.1723327;9.6465302
Mæla ungdomsskole;Skien;59.21857;9.585384
Rjukan ungdomsskole;Tinn;59.880561;8.630303
Bardu ungdomsskole;Bardu;68.8740742;18.3617162
Hagebyen skole;Harstad - Hárstták;68.8138852;16.5435205
Seljestad ungdomsskole;Harstad - Hárstták;68.787865;16.530569
Stangnes skole;Harstad - Hárstták;68.787077;16.583203
Bardufoss ungdomsskole;Målselv;69.052727;18.484924
Storslett skole;Nordreisa - Ráisa - Raisi;69.7654895;21.0242226
Finnsnes ungdomsskole;Senja;69.2343792;17.9957292
Nordborg ungdomsskole;Senja;69.2302872;17.9956217
Skjervøy ungdomsskole;Skjervøy;70.0333938;20.9715515
Sørreisa ungdomsskole;Sørreisa;69.1449457;18.1596589
Grønnåsen skole;Tromsø;67.28083;14.46653
Kroken skole;Tromsø;58.9706119;9.1610414
Kvaløysletta skole;Tromsø;69.696117;18.8786854
Langnes skole;Tromsø;69.6815235;18.9401529
Sommerlyst skole;Tromsø;69.651941;18.934427
Tromstun skole;Tromsø;69.6503119;19.0147374
Frøya ungdomsskole;Frøya;63.730528;8.8260248
Inderøy ungdomsskole;Inderøy;63.878775;11.285637
Hommelvik ungdomsskole;Malvik;63.4094487;10.8015108
Vikhammer ungdomsskole;Malvik;63.4376645;10.6311472
Gimse ungdomsskole;Melhus;63.286028;10.260798
Lundamo ungdomsskole;Melhus;63.150619;10.284668
Øya videregående skole;Melhus;63.2476766;10.2730248
Støren ungdomsskole;Midtre Gauldal;63.035735;10.286185
Oppdal ungdomsskole;Oppdal;62.59604;9.685243
Orkanger ungdomsskole;Orkland;63.3056331;9.8521508
Selbu ungdomsskole;Selbu;63.2269955;11.0326731
Skaun ungdomsskole;Skaun;63.3243084;10.0616628
Egge ungdomsskole;Steinkjer;64.032326;11.483873
Steinkjer ungdomsskole;Steinkjer;64.0185434;11.5117553
Halsen ungdomsskole;Stjørdal;63.470696;10.92608
Hegra ungdomsskole;Stjørdal;63.4683836;11.1098064
Stokkan ungdomsskole;Stjørdal;63.4775248;10.9274408
Blussuvoll skole;Trondheim - Tråante;63.4201251;10.430043
Charlottenlund ungdomsskole;Trondheim - Tråante;63.4268995;10.4898024
Hoeggen skole;Trondheim - Tråante;63.400427;10.433466
Huseby ungdomsskole;Trondheim - Tråante;63.363529;10.3513633
Klæbu ungdomsskole;Trondheim - Tråante;63.3051813;10.4650198
Markaplassen skole;Trondheim - Tråante;63.4128549;10.5285542
Rosenborg skole;Trondheim - Tråante;63.4294038;10.4176726
Selsbakk skole;Trondheim - Tråante;63.3934658;10.3677791
Sunnland skole;Trondheim - Tråante;63.3992285;10.4060912
Sverresborg skole;Trondheim - Tråante;63.4182921;10.3663075
Ugla skole;Trondheim - Tråante;63.3996116;10.338249
Åsheim ungdomsskole;Trondheim - Tråante;63.349804;10.339871
Verdalsøra ungdomsskole;Verdal;63.79931;11.48314
Botngård ungdomsskole;Ørland;63.764431;9.818357
Ørland ungdomsskole;Ørland;63.6878375;9.6569282
Borgheim ungdomsskole;Færder;59.225349;10.4055403
Teigar ungdomsskole;Færder;59.2500467;10.4004271
Tjøme ungdomsskole;Færder;59.1225282;10.395976
Gjøklep ungdomsskole;Holmestrand;59.4825053;10.2975297
Borre ungdomsskole;Horten;59.3802379;10.4506274
Holtan ungdomsskole;Horten;59.4121908;10.4658956
Orerønningen ungdomsskole;Horten;59.4324868;10.447827
Brunla ungdomsskole;Larvik;59.0033161;10.0212308
Hedrum ungdomsskole;Larvik;59.0666066;10.0533717
Mellomhagen ungdomsskole;Larvik;59.0397516;10.0735266
Ra ungdomsskole;Larvik;59.0471314;9.9876393
Andebu ungdomsskole;Sandefjord;59.3045427;10.1725073
Breidablikk ungdomsskole;Sandefjord;59.1449197;10.2290529
Bugården ungdomsskole;Sandefjord;59.1337372;10.187455
Ranvik ungdomsskole;Sandefjord;59.1170015;10.2132661
Stokke ungdomsskole;Sandefjord;59.220783;10.278311
Varden ungdomsskole;Sandefjord;59.121195;10.256286
Kongseik ungdomsskole;Tønsberg;59.3048267;10.423368
Presterød ungdomsskole;Tønsberg;59.2697261;10.4610741
Revetal ungdomsskole;Tønsberg;59.3737581;10.2667746
Ringshaug ungdomsskole;Tønsberg;59.2862025;10.4858673
Vear ungdomsskole;Tønsberg;59.2586115;10.3593225
Knarvik ungdomsskule;Alver;60.5508825;5.2843101
Lindås ungdomsskule;Alver;60.7345665;5.15984
Meland ungdomsskule;Alver;60.516504;5.2459936
Ostereidet ungdomsskule;Alver;60.628737;5.484351
Radøy ungdomsskule;Alver;60.637933;5.045275
Erdal ungdomsskole;Askøy;60.44875;5.206152
Kleppestø ungdomsskole;Askøy;60.41507;5.218943
Ravnanger ungdomsskole;Askøy;60.46287;5.15205
Austevoll ungdomsskule;Austevoll;60.07992;5.248144
Blokkhaugen skole;Bergen;60.467014;5.316579
Breimyra skole;Bergen;60.4581763;5.3670072
Garnes ungdomsskule;Bergen;60.4406278;5.461051
Gimle Oppveksttun skole;Bergen;60.3713767;5.3543322
Hop Oppveksttun skole;Bergen;60.3240762;5.3437255
Lynghaug skole;Bergen;60.357219;5.297816
Ortun skole;Bergen;60.345344;5.2875916
Rothaugen skole;Bergen;60.4039842;5.3222057
Rå skole;Bergen;60.2967993;5.3238264
Rådalslien skole;Bergen;60.2921405;5.3285719
Sandgotna skole;Bergen;60.362492;5.230964
Slåtthaug skole;Bergen;60.3102026;5.3588716
Storetveit skole;Bergen;60.3464285;5.3472718
Ytrebygda skole;Bergen;60.2872372;5.2709739
Åstveit skole;Bergen;60.4557709;5.3105171
Fusa ungdomsskule;Bjørnafjorden;60.2461641;5.7402171
Nore Neset ungdomsskule;Bjørnafjorden;60.1795408;5.4171329
Os ungdomsskule;Bjørnafjorden;60.188518;5.4701845
Bremnes ungdomsskule;Bømlo;59.792231;5.186836
Gloppen ungdomsskule;Gloppen;61.7737185;6.2176319
Florø ungdomsskule;Kinn;61.5977915;5.0191278
Vågsøy ungdomsskule;Kinn;61.941739;5.118206
Kvam ungdomsskule;Kvam;60.3876968;6.1946925
Husnes ungdomsskule;Kvinnherad;59.8523778;5.7453029
Rosendal ungdomsskule;Kvinnherad;59.983364;6.0089177
Øyatun skule;Kvinnherad;59.7932081;5.7043093
Luster ungdomsskule;Luster;61.404659;7.292015
Osterøy ungdomsskule;Osterøy;60.522925;5.509547
Samnanger ungdomsskule;Samnanger;60.3743486;5.7567251
Kvåle skule;Sogndal;61.2318752;7.0805164
Leikanger ungdomsskule;Sogndal;61.185073;6.8165349
Eid ungdomsskule;Stad;61.911993;5.9919537
Nordbygdo ungdomsskule;Stord;59.7995025;5.5115573
Nysæter ungdomsskule;Stord;59.7836288;5.3984576
Stord ungdomsskule;Stord;59.776083;5.4904172
Stryn ungdomsskule;Stryn;61.9087452;6.7371925
Førde ungdomsskule;Sunnfjord;61.454666;5.8662245
Halbrend skule;Sunnfjord;61.449574;5.8369779
Odda ungdomsskole;Ullensvang;60.056882;6.5440517
Voss ungdomsskule;Voss;60.6265741;6.4208265
Fjell ungdomsskule;Øygarden;60.3519417;5.1116964
Sund ungdomsskule;Øygarden;60.1957545;5.1028275
