EnhetNavn;Kommune;lat;lng
Stenbråten skole;Oslo;59.8525578;10.825315
Stiftelsen Den Tysk-Norske skolen i Oslo avd grunnskole og videregående;Oslo;59.9362861;10.7591832
Stiftelsen montessoriskolen Lyse;Oslo;59.9312396;10.6428908
Stovner skole;Oslo;59.9565379;10.9269123
Svendstuen skole;Oslo;59.9583808;10.688866
Sørkedalen skole;Oslo;60.0172038;10.6136941
Teglverket skole;Oslo;59.9236874;10.7949647
Tiurleiken skole;Oslo;59.9625899;10.8939848
Tonsenhagen skole;Oslo;59.9463367;10.8293339
Toppåsen skole;Oslo;59.8329456;10.8000707
Trasop skole;Oslo;59.9056594;10.8490279
Trosterud skole;Oslo;59.9228462;10.8578215
Tveita skole;Oslo;59.913698;10.838126
Tøyen skole;Oslo;59.9147045;10.7732058
Tåsen skole;Oslo;59.953693;10.7509642
Ullevål skole;Oslo;59.9422737;10.7326186
Ullevålsveien skole;Oslo;59.9292785;10.7363218
Uranienborg skole;Oslo;59.9200769;10.7189385
Vahl skole;Oslo;59.916692;10.766812
Veitvet skole;Oslo;59.9417435;10.8543925
Vestli skole;Oslo;59.9709441;10.9275395
Vetland skole grunnskole;Oslo;59.8972682;10.8437798
Vinderen skole;Oslo;59.9413983;10.7065774
Voksen skole;Oslo;59.9550546;10.6530682
Vollebekk skole;Oslo;59.9373465;10.827204
Vålerenga skole;Oslo;59.9070718;10.7899231
Østensjø skole;Oslo;59.8994586;10.8325636
Østmarka skole;Oslo;59.8902324;10.8528971
Årvoll skole;Oslo;59.9443074;10.8137623
Bjerkreim skule;Bjerkreim;58.583264;6.075741
Vikeså skule;Bjerkreim;58.63844;6.092869
Bokn skule;Bokn;59.2300805;5.4370425
Eigerøy skole;Eigersund;58.4547651;5.9643724
Gamleveien skole;Eigersund;58.457081;6.012316
Grøne Bråden skole;Eigersund;58.469273;6.006713
Helleland skole;Eigersund;58.532777;6.1332365
Hellvik skole;Eigersund;58.482663;5.887208
Husabø skole;Eigersund;58.447471;6.0010075
Rundevoll skole;Eigersund;58.431532;5.997514
Samfundets skole Egersund;Eigersund;58.445263;6.004577
Bærland skole;Gjesdal;58.775943;5.827567
Dirdal skole;Gjesdal;58.815705;6.218146
Kongstun Kristne friskole;Gjesdal;58.7781207;5.8357643
Oltedal skole;Gjesdal;58.826431;6.034382
Solås skole;Gjesdal;58.7736821;5.8638603
Ålgård skole;Gjesdal;58.7647275;5.8575365
Austrheim skole;Haugesund;59.43755;5.281118
Brakahaug skole;Haugesund;59.401599;5.318846
Gard skole;Haugesund;59.4280036;5.2667974
Hauge skole;Fredrikstad;59.2534335;10.9880905
Lillesund skole;Haugesund;59.4065685;5.2813618
Rossabø skole;Haugesund;59.4045433;5.2989473
Saltveit skole;Haugesund;59.468648;5.284942
Skåredalen skole;Haugesund;59.411453;5.324681
Solvang skole;Haugesund;59.418499;5.286613
Steinerskolen i Haugesund;Haugesund;59.418452;5.299388
Fister skule;Hjelmeland;59.1761221;6.0792545
Hjelmeland skule;Hjelmeland;59.2305331;6.1687922
Årdal skule;Hjelmeland;59.155904;6.192509
Bø skule;Midt-Telemark;59.4132312;9.0761357
Høyland skule;Hå;58.6861557;5.594011
Motland skule;Hå;58.661481;5.641808
Ogna skule;Hå;58.517759;5.809038
Varhaug skule;Hå;58.616247;5.6522916
Vigrestad storskule;Hå;58.570164;5.701873
Avaldsnes skole;Karmøy;59.353919;5.280175
Grindhaug skole;Karmøy;59.258139;5.202383
Haugesund International School Sti;Karmøy;59.38999219999999;5.2448461
Håvik skole;Karmøy;59.3184161;5.2873946
Kolnes skole;Karmøy;59.389297;5.372639
Kopervik skole;Karmøy;59.2879962;5.2945919
Kvalavåg montessoriskole AS;Karmøy;59.32526979999999;5.2071519
Mykje skole;Karmøy;59.3497782;5.3305008
Norheim skole;Karmøy;59.379101;5.321386
Sevland skole;Karmøy;59.272708;5.202154
Skudeneshavn skole;Karmøy;59.1519812;5.2637278
Stangaland skole;Karmøy;59.2733857;5.3149587
Sørhåland barneskole AS;Karmøy;59.15524529999999;5.2352909
Torvastad skole og kultursenter;Karmøy;59.38934;5.252592
Veavågen skole;Karmøy;59.291999;5.226075
Ådland skole;Karmøy;59.242583;5.202559
Åkra skole;Karmøy;59.259861;5.190468
Bore skule;Klepp;58.7883995;5.6034583
Engelsvoll skule;Klepp;58.77788;5.683958
Kleppe skule;Klepp;58.7790172;5.6371602
Kleppelunden skule;Klepp;58.7792072;5.6177442
Orre skule;Klepp;58.7183868;5.5721641
Orstad skule;Klepp;58.7871892;5.7131218
Tu skule;Klepp;58.745375;5.64161
Kvitsøy skole;Kvitsøy;59.0652309;5.4120202
Heskestad skule;Lund;58.530813;6.343043
Kiellands Minde skole;Lund;58.525893;6.497554
Nygård barneskole;Lund;58.450601;6.552559
Goa skole;Randaberg;58.9855597;5.6311153
Grødem skole;Randaberg;59.0103682;5.6536543
Harestad skole;Randaberg;59.0026265;5.6282129
Aspervika skole;Sandnes;58.8655585;5.7634909
Austrått skole;Sandnes;58.8420105;5.7404341
Bogafjell skole;Sandnes;58.821316;5.750795
Buggeland skole;Sandnes;58.814702;5.754574
Figgjo skole;Sandnes;58.7870286;5.8057876
Forsand skule;Sandnes;58.8974353;6.1327058
Forus friskole - Bus;Sandnes;58.8838575;5.7389581
Ganddal skole;Sandnes;58.823177;5.712217
Hana skole;Sandnes;58.855692;5.7754053
Hommersåk skole;Sandnes;58.9260621;5.8497511
Høle barne- og ungdomsskule;Sandnes;58.896918;6.017984
Iglemyr skole;Sandnes;58.8437774;5.7542124
Kleivane skole;Sandnes;58.8374924;5.774278
Kyrkjevollen skole;Sandnes;58.926991;5.839175
Lura skole;Sandnes;58.876059;5.735786
Malmheim skole;Sandnes;58.8332151;5.6600383
Maudland skole;Sandnes;58.9189919;5.8721256
Porsholen skole;Sandnes;58.880862;5.736366
Sandnes friskole AS;Sandnes;58.8238813;5.717138299999999
Sandnes International School AS;Sandnes;58.8828251;5.7415339
Sandved skole;Sandnes;58.8406983;5.7162822
Smeaheia skole;Sandnes;58.863323;5.722858
Stangeland skole;Sandnes;58.855087;5.715774
Sviland skule;Sandnes;58.827659;5.821036
Sørbø skole;Sandnes;58.825603;5.7306165
Trones skole;Sandnes;58.85603;5.733868
Vatneli skole;Sandnes;58.859148;5.772301
Austarheim skule;Sauda;59.658095;6.37953
Fløgstad skule;Sauda;59.6545354;6.3621309
Risvoll skule;Sauda;59.644621;6.311246
Sokndal skole;Sokndal;58.344054;6.296031
Dysjaland skule;Sola;58.840719;5.600638
Grannes skole;Sola;58.9180354;5.6824807
Haga skole;Sola;58.9372451;5.6047783
Røyneberg skole;Sola;58.903872;5.66594
Sande skole;Sandefjord;59.1376099;10.2279857
Skadberg skole;Sola;58.8832812;5.6679041
Storevarden skole;Sola;58.938784;5.574271
Auglend skole;Stavanger;58.94684;5.726762
Biss Gausel Sti;Stavanger;58.8972309;5.7335555
Biss Sentrum AS;Stavanger;58.9753288;5.7126109
Buøy skole;Stavanger;58.985833;5.734569
Byfjord skole;Stavanger;58.980259;5.7022731
Eiganes skole;Stavanger;58.9643697;5.707083
Finnøy skule;Stavanger;59.1744539;5.8715735
Gausel skole;Stavanger;58.8981543;5.7336638
Godeset skole;Stavanger;58.9011588;5.7138553
Hafrsfjord skole;Stavanger;58.9433298;5.6559184
Hundvåg skole;Stavanger;58.9965278;5.7338149
Johannes læringssenter Flerspråklige Barn;Stavanger;58.9673177;5.7551632
Jåtten skole;Stavanger;58.91544;5.725749
Kampen skole;Stavanger;58.9720155;5.7159438
Kristen friskole AS;Stavanger;58.9517458;5.7029362
Kvaleberg skole;Stavanger;58.944473;5.74471
Kvernevik skole;Stavanger;58.966746;5.60549
Lassa skole;Stavanger;58.957486;5.6944977
Lervig skole;Stavanger;58.9670448;5.757639
Madlamark skole;Stavanger;58.9498673;5.6779947
Madlavoll skole;Stavanger;58.9425631;5.6905122
Mosterøy skole;Stavanger;59.078809;5.669468
Norlights montessoriskole Stavanger AS;Stavanger;58.89365549999999;5.724426100000001
Nylund skole;Stavanger;58.9650385;5.7505283
Ombo oppvekstsenter Avdeling skule;Stavanger;58.9699756;5.7331073
Roaldsøy skole;Stavanger;58.9934958;5.7641061
Sjernarøy oppvekstsenter Avdeling skule;Stavanger;58.9699756;5.7331073
Skeie skole;Bergen;60.286274;5.3151172
Stavanger Kristne grunnskole;Stavanger;58.960849;5.691295
Steinerskolen Stavanger grunnskole;Stavanger;58.938509;5.734847
Storhaug skole;Stavanger;58.9661971;5.7415281
Sunde skole;Stavanger;58.960909;5.623613
Tasta skole;Stavanger;58.9836097;5.6790681
Teinå skole;Stavanger;58.9900355;5.6814457
Tjensvoll skole;Stavanger;58.9507804;5.704151
Vardenes skole;Stavanger;58.995698;5.683015
Vassøy skole;Stavanger;58.997825;5.786345
Vaulen skole;Stavanger;58.9310105;5.732326
Vikevåg skule;Stavanger;59.1033635;5.6984222
Våland skole;Stavanger;58.962252;5.7322908
Fjelltun skole;Strand;59.027431;6.0286995
Kfskolen - Jørpeland;Strand;59.027069;6.025578
Nordre Strand skole;Strand;59.1132;6.000744
Tau skole;Strand;59.063439;5.924126
Tryggheim Strand AS;Strand;59.0671006;5.9203225
Erfjord skule avd skule;Suldal;59.35498;6.21868
Jelsa oppvekstsenter avd skule;Suldal;59.3432404;6.0416758
Marvik skule avd skule;Suldal;59.41090939999999;6.0820712
Sand skule avd skule;Suldal;59.49165199999999;6.2542059
Vinjar skule avd skule;Suldal;59.4889404;6.4967378
Bryne skule;Time;58.7327749;5.6447463
Frøyland skule;Time;58.7735847;5.7272009
Hognestad skule;Time;58.7057022;5.6598874
Jærtun Lutherske friskule;Time;58.730016;5.664254
Lye skule;Time;58.7330332;5.7362567
Rosseland skule;Time;58.730911;5.6595614
Undheim skule;Time;58.6862285;5.7694407
Frakkagjerd barneskole;Tysvær;59.413493;5.40524
Førland skule;Tysvær;59.3947855;5.47831
Førre skole;Tysvær;59.428192;5.384226
Grinde skule;Tysvær;59.4288466;5.4606134
Nedstrand barne- og ungdomsskule;Tysvær;59.348863;5.798302
Straumen skule;Tysvær;59.431135;5.612954
Tysværvåg barne- og ungdomsskule;Tysvær;59.333951;5.485997
Utsira skole;Utsira;59.305707;4.8877612
Sandeid oppvekstsenter;Vindafjord;59.5450845;5.8575075
Skjold skule;Vindafjord;59.506205;5.596689
Vats skule;Vindafjord;59.491237;5.731826
Vik oppvekstsenter;Vindafjord;59.5756312;5.7705398
Vikedal skule;Vindafjord;59.496903;5.90859
Vågen oppvekstsenter;Vindafjord;59.5756312;5.7705398
Ølen skule;Vindafjord;59.604518;5.813243
Herre skole;Bamble;59.1027718;9.5657062
Langesund barneskole;Bamble;59.004785;9.733766
Rugtvedt skole;Bamble;59.040016;9.673893
Rønholt skole;Bamble;58.973909;9.572262
Stathelle barneskole;Bamble;59.035808;9.705462
Drangedal 10-Årige skole;Drangedal;59.09819;9.057917
Kroken skole;Drangedal;58.9706119;9.1610414
Tørdal skule;Drangedal;59.154031;8.813619
Gimle skule;Fyresdal;59.186477;8.086589
Hjartdal montessoriskule Sti;Hjartdal;59.60689379999999;8.7002758
Sauland skule;Hjartdal;59.620404;8.930894
Helle skole;Kragerø;58.9039461;9.3710134
Kragerø skole;Kragerø;58.8674668;9.4089338
Kragerøskjærgården montessoriskole;Kragerø;58.8580075;9.4779649
Sannidal skole;Kragerø;58.8934735;9.2939886
Kviteseid skule;Kviteseid;59.410889;8.4743149
Bø skule;Midt-Telemark;59.4132312;9.0761357
Folkestad skule;Midt-Telemark;59.436525;9.046218
Gvarv skole;Midt-Telemark;59.3880656;9.1897282
Sauar friskole;Midt-Telemark;59.41963;9.280634
Kyrkjebygda oppvekstsenter Avdeling skule;Nissedal;59.16674;8.50221
Tveit skule / Nissedal ungdomsskule;Nissedal;59.0241316;8.5204674
Helgen montessoriskole;Nome;59.255845;9.35933
Holla 10-Årige skole;Nome;59.278989;9.262437
Lunde 10-Årige skole;Nome;59.306893;9.101499
Gransherad skole;Notodden;59.6927;9.026822
Heddal barneskole;Notodden;59.5815333;9.1713419
Hjuksebø montessoriskole SA;Notodden;59.5087432;9.333044
Høgås skole;Notodden;59.5628443;9.3031421
Lisleherad montessoriskole SA;Notodden;59.5990702;9.2713818
Sætre skole;Notodden;59.570211;9.273259
Tinnesmoen skole;Notodden;59.5712786;9.2589382
Tveiten skole;Notodden;59.5483354;9.2827194
Bergsbygda montessoriskole;Porsgrunn;59.085119;9.720866
Borge skole;Fredrikstad;59.224678;11.045441
Brattås skole;Færder;59.1958048;10.38974
Brevik oppvekstsenter avd skole;Porsgrunn;59.05669140000001;9.691799099999999
Grønli skole;Porsgrunn;59.124869;9.655141
Heistadskolene avd Barn;Porsgrunn;59.1385567;9.6555147
Klevstrand skole;Porsgrunn;59.117907;9.65119
Langangen skole;Porsgrunn;59.082114;9.810021
Myrene skole;Porsgrunn;59.1362024;9.6706104
Sandøya montessoriskole;Porsgrunn;59.050366;9.729837
Stiftelsen International School Telemark;Porsgrunn;59.1055274;9.6814783
Stridsklev skole;Porsgrunn;59.111471;9.668901
Tveten skole;Porsgrunn;59.1168376;9.6975417
Vestsiden skole;Porsgrunn;59.146152;9.6380182
Flatdal oppvekstsenter skole 1-7;Seljord;59.567523;8.568436
Seljord barne- og ungdomsskule skole 1-10;Seljord;59.4830576;8.6229899
Midtbygda skole;Oppdal;62.616535;9.567065
Bratsbergkleiva skole;Skien;59.2056861;9.6165985
Buer skole;Skien;59.1691451;9.66189
Bølehøgda skole;Skien;59.1847816;9.6375989
Gjerpen barneskole;Skien;59.22536;9.607712
Kilebygda montessoriskole SA;Skien;59.10654;9.432559999999999
Kjørbekkhøgda skole;Skien;59.1782711;9.6157229
Klyve skole;Skien;59.152148;9.628152
Kollmyr skole;Skien;59.2132668;9.5546096
Lunde barneskole;Fredrikstad;59.1616573;10.9330632
Moflata skole;Skien;59.187281;9.596311
Oasen skole Grenland AS;Skien;59.2072798;9.5679599
Skauen Kristelige skole;Skien;59.1942334;9.6304571
Skien kommune Spesialpedagogisk Enhet;Skien;59.2074695;9.6105133
Skotfoss oppvekstsenter avd skole;Skien;59.2154017;9.5251184
Stigeråsen skole;Skien;59.219115;9.5620603
Venstøp skole;Skien;59.2474246;9.5714919
Åfoss skole;Skien;59.198042;9.543717
Atrå barne- og ungdomsskole;Tinn;59.987721;8.736121
Rjukan barneskole;Tinn;59.879653;8.615192
Tinn montessoriskole SA;Tinn;60.0477578;8.8189364
Høydalsmo skule;Tokke;59.4981467;8.1953745
Tokke skule;Tokke;59.446297;7.986363
Edland skule avd skule;Vinje;59.73834919999999;7.597175699999999
Rauland skule avd skule;Vinje;59.6945875;8.0646003
Øyfjell oppvekstsenter avd skule;Vinje;59.57484;8.18909
Åmot skule avd skule;Vinje;59.572815;7.9904943
Laksvatn oppvekstsenter avd skole;Balsfjord;69.377178;19.3667836
Malangen skole;Balsfjord;69.3317693;18.9010924
Nordkjosbotn skole;Balsfjord;69.216643;19.5628308
Storsteinnes skole;Balsfjord;69.237018;19.2134314
Setermoen skole;Bardu;68.8746987;18.3617323
Grov skole;Dielddanuorri - Tjeldsund;68.678161;17.120938
Ramsund skole;Dielddanuorri - Tjeldsund;68.493184;16.518401
Sandstrand Montessoriforening;Dielddanuorri - Tjeldsund;68.51828189999999;16.1748426
Skånland skole;Dielddanuorri - Tjeldsund;68.5802405;16.5829349
Elvetun skole;Dyrøy;69.0881395;17.6973243
Indre Kåfjord barne- og ungdomsskole;Gáivuotna - Kåfjord - Kaivuono;69.469272;20.920538
Manndalen skole;Gáivuotna - Kåfjord - Kaivuono;69.5262456;20.5266678
Olderdalen skole;Gáivuotna - Kåfjord - Kaivuono;69.6051785;20.5344448
Gratangsbotn skole;Gratangen - Rivtták;68.67260139999999;17.6944891
Montessoriskolen Morgan AS;Gratangen - Rivtták;68.69544789999999;17.4912636
Bergseng skole;Harstad - Hárstták;68.8074824;16.4981755
Harstad montessoriskole SA;Harstad - Hárstták;68.7870276;16.5859545
Harstad skole 1 - 7 skole;Harstad - Hárstták;68.8037872;16.5411417
Kanebogen skole;Harstad - Hárstták;68.7796957;16.5591787
Kila skole;Harstad - Hárstták;68.7337361;16.5632135
Medkila skole;Harstad - Hárstták;68.7593987;16.5414041
Seljestad barneskole;Harstad - Hárstták;68.7868455;16.5323163
Sørvik skole;Harstad - Hárstták;68.683497;16.527067
Øyriket oppvekstsenter avd skole;Harstad - Hárstták;69.0144072;16.4725171
Andørja montessoriskole;Ibestad;68.917851;17.165543
Ibestad skole;Ibestad;68.785074;17.157938
Hansnes barne- og ungdomsskole;Karlsøy;69.9613128;19.6068772
Vannvåg oppvekstsenter avd skole;Karlsøy;70.07301079999999;19.9786927
Borkenes skole;Kvæfjord;68.773333;16.179925
Kvænangen barne- og ungdomsskole;Kvænangen;69.9320029;22.041418
Lavangen skole;Loabák - Lavangen;68.746774;17.813489
Eidebakken skole;Lyngen;69.575713;20.196784
Lenangen skole;Lyngen;69.813049;20.0248504
Lyngsdalen oppvekstsenter Avdeling skole;Lyngen;69.72161899999999;20.0580352
Bjørkeng oppvekstsenter avd skole;Målselv;69.027974;19.2962776
Fagerlidal skole;Målselv;69.0745071;18.5378118
Karlstad oppvekstsenter avd skole;Målselv;69.2130875;18.461866
Mellembygd Kultur og oppvekstsenter avd skole;Målselv;69.0225524;18.8540388
Olsborg skole;Målselv;69.1493538;18.5969064
Sameskolen i Troms;Målselv;69.100786;18.58841
Øvergård montessoriskole;Målselv;69.021238;19.447656
Moan skole;Nordreisa - Ráisa - Raisi;69.7700995;21.0462411
Reisa montessoriskole;Nordreisa - Ráisa - Raisi;69.745537;21.111743
Rotsundelv skole;Nordreisa - Ráisa - Raisi;69.7863579;20.7049638
Straumfjordnes skole;Nordreisa - Ráisa - Raisi;69.868798;21.213897
Salangen kommune Salangen skole;Salangen;68.8740688;17.8434515
Berg montessoriskole;Senja;69.44718;17.290889
Botnhamn skole grunnskole 1.-10.;Senja;69.5008945;17.870606
Finnsnes barneskole;Senja;69.2350505;17.9997604
Gibostad barne- og ungdomsskole;Senja;69.3545246;18.0635699
Gryllefjord skole;Senja;69.3628222;17.045179
Husøy skole;Senja;69.5439037;17.6597625
Kårvik skole;Senja;69.391301;18.1823874
Medby skole;Senja;69.280904;17.051599
Rossfjord barne- og ungdomsskole;Senja;69.3654409;18.3273322
Senja montessoriskole;Senja;69.5048307;17.6274432
Senjahopen skole;Senja;69.496202;17.484438
Silsand barneskole;Senja;69.2458439;17.9490142
Stonglandet skole;Senja;69.08686;17.187995
Trollvik skole;Senja;69.287348;17.994386
Vikstranda skole;Senja;69.1720039;17.7505896
Skjervøy barneskole;Skjervøy;70.033796;20.9688528
Hatteng skole;Storfjord - Omasvuotna - Omasvuono;69.2731478;19.9624061
Skibotn skole;Storfjord - Omasvuotna - Omasvuono;69.386004;20.2776341
Longyearbyen skole grunnskole;Svalbard;78.2103398;15.6130256
Sørreisa barneskole;Sørreisa;69.1453638;18.1598371
Bjerkaker skole;Tromsø;69.6345244;18.9235526
Borgtun skole;Tromsø;69.6746471;18.9686452
Ekrehagen skole Adventistsamfunnets Grunnskoler;Tromsø;69.685891;18.9551534
Ersfjordbotn skole;Tromsø;69.693853;18.619731
Fagereng skole;Tromsø;69.6429364;18.904994
Gyllenborg skole;Tromsø;69.6521191;18.9508972
Hamna skole;Tromsø;69.7030757;18.9785783
Hillesøyskolen Brensholmen skole;Tromsø;69.598864;18.04764
Kaldfjord skole;Tromsø;69.6830951;18.7385364
Krokelvdalen skole;Tromsø;69.6813901;19.0735787
Lakselvbukt skole;Tromsø;69.433859;19.645343
Lunheim skole;Tromsø;69.6713787;19.041432
Mortensnes skole;Tromsø;69.683274;18.943269
Prestvannet skole;Tromsø;69.659956;18.9438359
Ramfjord skole;Tromsø;69.5591638;19.1855435
Reinen skole;Tromsø;69.6352266;18.967873
Sandnessund skole;Tromsø;69.6968572;18.8790302
Selnes skole;Tromsø;69.6876092;18.8470648
Skittenelv skole;Tromsø;69.775706;19.333237
Skjelnan skole;Tromsø;69.6905019;19.0809572
Slettaelva skole;Tromsø;69.7030731;18.8945209
Solneset skole;Tromsø;69.6959225;18.9558043
Stakkevollan skole;Tromsø;69.694031;18.9926901
Steinerskolen i Tromsø Sti;Tromsø;69.6409638;18.9347625
Stiftelsen Tromsø International School;Tromsø;69.681299;18.9655023
Storelva skole;Tromsø;69.684588;18.7966386
Straumsbukta skole;Tromsø;69.5765;18.628501
Tromsdalen skole;Tromsø;69.6472611;18.9943092
Trondjord skole;Tromsø;69.840387;18.865928
Vikran skole;Tromsø;69.542975;18.779669
Workinnmarka skole;Tromsø;69.6672365;18.9347369
Lauvsnes skole;Flatanger;64.497828;10.906349
Utvorda skole;Flatanger;64.584318;10.990721
Frosta skole;Frosta;63.5865716;10.7372608
Dyrøy oppvekstsenter avd skole;Frøya;63.7967879;8.6861788
Mausund oppvekstsenter avd skole;Frøya;63.7967879;8.6861788
Nabeita skole;Frøya;63.697582;8.791313
Nordskag oppvekstsenter avd skole;Frøya;63.7967879;8.6861788
Sistranda barneskole;Frøya;63.7303344;8.8288995
Grong barne- og ungdomsskole;Grong;64.4647501;12.3102764
Harran oppvekstsenter Avdeling skole;Grong;64.5654615;12.5012686
Halsa barne- og ungdomsskole;Heim;63.1199545;8.322643
Sodin skole;Heim;63.2919435;9.0813117
Svanem skole;Heim;63.394543;8.983378
Barman oppvekstsenter avd skole;Hitra;63.6219542;8.8507927
Fillan skole;Hitra;63.6027148;8.9750119
Knarrlagsund oppvekstsenter avd skole;Hitra;63.66509130000001;9.0780213
Strand oppvekstsenter avd skole;Hitra;63.535385;8.4012567
Holtålen kommune Haltdalen oppvekstsenter avd skole;Holtålen;62.92110160000001;11.1682454
Holtålen kommune Hov skole;Holtålen;62.84242279999999;11.2909801
Høylandet barne- og ungdomsskole;Høylandet;64.625102;12.290765
Oppvekstsenter Vest skole;Inderøy;63.8637054;11.1523594
Røra skole;Inderøy;63.8603735;11.3974124
Sakshaug skole;Inderøy;63.879187;11.287588
Sandvollan skole;Inderøy;63.9497745;11.3339617
Skarnsundet montessoriskole SA;Inderøy;63.81895729999999;11.0067612
Mælan skole;Indre Fosen;63.75313;10.132458
Skaugdalen montessoriskole SA;Indre Fosen;63.6519697;10.1476325
Stadsbygd skole;Indre Fosen;63.511834;10.001422
Testmann Minne skole;Indre Fosen;63.6805398;10.6056591
Vanvikan skole;Indre Fosen;63.555811;10.221984
Åsly skole;Indre Fosen;63.586873;9.962247
Leka barne- og ungdomsskole;Leka;65.094337;11.7067
Ekne barneskole;Levanger - Levangke;63.70140419999999;11.0427757
Frol barneskole;Levanger - Levangke;63.74560630000001;11.3204698
Halsan barneskole;Levanger - Levangke;63.7242883;11.308733
Markabygda montessoriskole SA;Levanger - Levangke;63.6374448;11.2780083
Nesheim skole;Levanger - Levangke;58.517195;8.781854
Skogn barne- og ungdomsskole;Levanger - Levangke;63.69918;11.2037816
Vårtun Kristne oppvekstsenter SA;Levanger - Levangke;63.7407007;11.2516278
Ytterøy barne- og ungdomsskole;Levanger - Levangke;63.69918;11.2037816
Åsen barne- og ungdomsskole;Levanger - Levangke;63.61183089999999;11.050696
Lierne kommune - Stortangen skole;Lierne;64.46096;13.598644
Lierne kommune - Sørli skole;Lierne;64.2230369;13.8355535
Hommelvik skole;Malvik;63.4122878;10.8055642
Saksvik skole;Malvik;63.4346685;10.6022059
Sveberg skole;Malvik;63.422365;10.759203
Vikhammer skole;Malvik;63.4385187;10.6362753
Brekkåsen skole;Melhus;63.270209;10.2325328
Eid skole;Melhus;63.1695225;10.1130152
Flå skole;Melhus;63.196733;10.316501
Gimse skole;Melhus;63.286281;10.263342
Gåsbakken skole;Melhus;63.116847;9.969166
Hovin skole;Indre Østfold;59.6234244;11.0799735
Høyeggen skole;Melhus;63.2871343;10.296127
Lundamo skole;Melhus;63.1512245;10.2877632
Rosmælen skole;Melhus;63.226405;10.273746
Meråker skole;Meråker;63.413249;11.733703
Budal Oppvekstområde avd skole;Midtre Gauldal;62.88358400000001;10.4832677
Singsaas Oppvekstområde avd skole;Midtre Gauldal;62.9561801;10.7308071
Soknedal skole;Midtre Gauldal;62.955976;10.189387
Støren barneskole;Midtre Gauldal;63.0336614;10.2866913
Bangsund skole;Namsos - Nåavmesjenjaelmie;64.39210589999999;11.3975063
Bjørkly skole;Namsos - Nåavmesjenjaelmie;64.4106106;11.4747427
Høknes barneskole;Namsos - Nåavmesjenjaelmie;64.47377829999999;11.5344912
Jøa barne- og ungdomsskole;Namsos - Nåavmesjenjaelmie;64.6522528;11.265237
Namdalseid skole;Namsos - Nåavmesjenjaelmie;64.2406048;11.2085927
Namsos barneskole;Namsos - Nåavmesjenjaelmie;64.4705328;11.5145775
Otterøy oppvekstsenter avd skole;Namsos - Nåavmesjenjaelmie;64.5398738;11.2668408
Sørenget oppvekstsenter avd skole;Namsos - Nåavmesjenjaelmie;64.530239;11.5417422
Vestbyen skole;Namsos - Nåavmesjenjaelmie;64.4701259;11.4711791
Namsskogan skole;Namsskogan;64.9250685;13.161329
Austafjord skole;Nærøysund;64.91787;10.942743
Foldereid oppvekstsenter avd skole;Nærøysund;64.9611923;12.1780318
Gravvik oppvekstsenter avd skole;Nærøysund;64.98986889999999;11.7296439
Kolvereid skole;Nærøysund;64.8632685;11.597365
Nærøysundet skole;Nærøysund;64.857266;11.288739
Rørvik skole;Nærøysund;64.8711255;11.2391862
Val Skoler AS avd Vgs;Nærøysund;64.9135214;10.5378601
Aune barneskole;Oppdal;62.596561;9.683402
Drivdalen skole;Oppdal;62.534208;9.615784
Midtbygda skole;Oppdal;62.616535;9.567065
Vollan skole;Oppdal;62.575543;9.6342
Evjen skole;Orkland;63.287256;9.840898
Gjølme skole;Orkland;63.3178382;9.8063251
Grøtte skole;Orkland;63.2612401;9.8110749
Lensvik skole;Orkland;63.5057889;9.8234578
Lysheim skole;Horten;59.3832666;10.4139492
Løkken Verk montessoriskole SA;Orkland;63.12642109999999;9.7071875
Meldal barne- og ungdomsskole;Orkland;63.0424163;9.7016376
Orkanger barneskole;Orkland;63.3065903;9.851979
Aa skole;Orkland;63.399166;9.502278
Årlivoll skole;Orkland;63.171584;9.744006
Strand barne- og ungdomsskole;Osen;64.322437;10.456993
Hunn skole;Overhalla;64.462423;11.765572
Overhalla barne- og ungdomsskole;Overhalla;64.497881;11.962529
Overhalla montessoriskole SA;Overhalla;64.4644227;12.0544589
Rennebu barne- og ungdomsskole;Rennebu;62.8295953;10.0064129
Voll skole AS;Rennebu;62.87648549999999;9.8377602
Rindal skole;Rindal;63.0583209;9.2115405
Brekken skole;Røros - Rosse;62.649464;11.864231
Glåmos skole;Røros - Rosse;62.67279599999999;11.4240792
Røros skole;Røros - Rosse;62.57776729999999;11.3699308
Røyrvik oppvekstsenter Avdeling skole;Raarvihke - Røyrvik;64.8840161;13.5625541
Bell skole;Selbu;63.228164;11.033625
Selbustrand skole;Selbu;63.26888;11.007719
Buvik skole;Skaun;63.3110141;10.1772213
Børsa skole;Skaun;63.325663;10.0663487
Venn oppvekstsenter avd skole;Skaun;63.2503115;10.0504839
Snåsa montessoriskole SA;Snåase - Snåsa;64.2786239;12.5272364
Snåsa skole;Snåase - Snåsa;64.246639;12.364104
Åarjel-Saemiej Skuvle;Snåase - Snåsa;64.2485067;12.3589346
Beitstad skole;Steinkjer;64.109821;11.3897057
Binde skole;Steinkjer;64.092039;11.713924
Byafossen skole;Steinkjer;64.0291596;11.5426397
Egge barneskole;Steinkjer;64.02857;11.48369
Folla skole;Steinkjer;63.986245;11.106809
Henning skole;Steinkjer;63.960155;11.611803
Kvam skole;Steinkjer;64.138733;11.733867
